Именно он правит нами и учит нас жить.	"Телевизор — ""Тоталитарный Рэп"""
Именно ему принадлежит право на сон.	"Человеку — ""Кошке Хочется Спать"""
"Именно она ждет героя песни ""Стерегущий Баржу"" в каждом порту."	Сестра
"""Ветви дуба хранят нас"", а он будет судьей."	"Орешник — ""Кад Годдо"""
"Именно они ""заносят нас всех по эту сторону стекла""."	Пески Петербурга
Именно он застыл над буйной головой.	"Чугун — ""Московская Октябрьская"""
В компании с ним Масяня пыталась скачать новый мульт про себя.	С Лохматым
Именно без этих животных, по словам Хрюнделя, на свете никуда.	Без козлов
Именно это, по словам Масяни, делал Хрюндель вместо работы.	Оттопыривался
При исполнении блюза от него — до ножа обреченно летит душа.	От саксофона
Колхозник, выпивший вина, не разобрал бы где ОН, а где ОНА.	Плуг и борона
"Герой песни ""Имитация"" свободен до этого часа — немалый срок."	До часа
Так можно поступить и с одиночеством, и с пачкой сигарет.	Забыть на столе
Бело-голубой, розовый мир обладает свойствами именно этой игрушки.	Волчка
"Именно это происходит с ""Диролом""."	"Зеленеет — ""По дороге в Непал"""
Летящие дни пахнут не травой, а именно им.	"Бензином — ""Старая дорога"""
"Когда она пройдет, ""беда отступит сама""."	"Зима — ""Я рядом с тобой"""
Именно ЭТУ форму искусства мечтал увидеть в Японии Фандорин.	Театр Кабуки
В Швеции ОНА — витая булочка с корицей, а у нас — животное. Какое?	Собака
Для ЭТОГО бренда художник Сандблом нарисовал мальчика-эльфа.	"""Sprite"""
Шапки из меха этого зверя до сих пор считаются очень престижными.	Ондатра
Смехов, Старыгин, Смирницкий, кто четвертый?	Михаил Боярский (Д'Артаньян)
Доп3. Этот остров дал название осветительному прибору.	Доп3. ФАрос (ФАра)
Именно это животное является символом Венеции.	Крылатый лев Святого Марка
На гербе именно этого города помещено изображение царевича Дмитрия.	Углич
"Именно эту ""реку"" испанцы называют ""течением из залива""."	Гольфстрим
Именно так древние кельты называли своего поэта или певца-сказителя.	Бард
Назовите самую многочисленную конфессию в современной Австрии?	Католицизм
"Фан-клуб этой команды называется ""Газовая гангрена""?"	Ижевский Газовик
Генсекретарем этой компартии с 1967 года являлся Дж.Кена	Компартии Лесото
Именно это количество нечисти требуется для проведения чертежных работ.	4
Это место проверки дружбы на прочность, Высоцкий признает наилучшим.	Горы
Именно это букву англичане называют собачей буквой	R (собака рычит р-р-р)
Именно этот президент США был главным разведчиком своей страны	ДЖОРДЖ БУШ
"Именно этот инструмент сломал Геша в ресторане ""Плакучая ива"""	ТРОМБОН
Именно этот поэт 19 века был одним из лучших боксеров своей страны	БАЙРОН
Среди них есть и монах, и якобинец, и даже китайская чайка	Породы ГОЛУБЕЙ
Именно эту птицу Бенджамин Франклин предлагал поместить на герб США	ИНДЮК
Именно, ее можно с уверенностью назвать первой святой Америки	САНТА МАРИЯ
1,61 * 10^12 пар ионов в 1 г воздуха соответствует дозе в один...	Рентген
Самое глубокое место этого океана — Яванская впадина (-7 450 м)	Индийский
"Именно ему принадлежит знаменитая фраза: ""Есть мера в вещах""."	Гораций
На этом космическом корабле совершила полет Валентина Терешкова.	Восток-6
"Этим словом, означающим ""мальчик"", во Франции зовут официанта."	гарсон
Именно так в психиатрии именуется боязнь открытых пространств.	агорафобия
Одиссей был царем Итаки, Менелай — царем Спарты, а Агамемнон?	царем Микен
В эсперанто существительные оканчиваются на O, а прилагательные — на...	А
ЭТОТ язык представляет собой совокупность приемов иносказания	Эзопов язык
Так звали последнего кошевого атамана Запорожской Сечи.	Петр Калнышевский
Эта японская фирма производит электронику и бытовую технику.	"""Хитачи"""
В одной из детских страшилок именно он спас девочку от Болотника.	Лесовой
В этих единицах измерения системы СИ измеряется световой поток.	В люменах
"Именно в этом мультфильме звучит песенка ""Чунга-Чанга""."	"""Катерок"""
Такой крем подбирается не только к типу кожи, а и к ее оттенку.	Тональный
"Именно это хищное животное стало официальным символом БК ""Киев""."	Волк
Именно он получил каменное сердце от Михеля-великана.	Угольщик Петер Мунк
Такое максимальное количество союзных республик входило в бывший СССР.	16
Этот знаменитый писатель был послом СССР в Люксембурге.	(Чингиз) Айтматов
"Этот огонь ""погасил"" в 394 году император Феодосий."	Олимпийский огонь
Именно из этого делают тклапи — незаменимый компонент супа харчо.	Ткемали
Он строил виселицу высотой 70 локтей, но в итоге был на ней повешен.	Аман
По-латыни эта болезнь именуется пустула малигна.	Сибирская язва (антракс)
ЭТОТ головной УБОР сшит по мотивам шлемов времен Киевской Руси.	Будёновка
ЭТИМ прославились Рудзитис и Фельдман.	Написали школьный учебник по химии
Теплее шубы, как известно, именно это. Логика, кстати, линейная.	Две шубы
Человека, говорящего на многих языках, можно назвать именно так.	Полиглот
Цей гриб схожий на бiлий, але його вважають менш шляхетним.	Польский гриб
"ЕГО сопровождают волки Гери и Фреки, ""жадный"" и ""прожорливый""."	Один
Именно в ЭТОТ ДЕНЬ страстной недели Иуда предал Христа.	В страстную среду
Именно ЭТИМ выделяются собаки породы барбе.	Борода у них есть (фр. barbe)
Согласно китайской пословице, хорошая смерть лучше, чем ЭТО.	Плохая жизнь
Именно в ЭТОЙ РЕКЕ, согласно русским поверьям, живет стерляжий царь.	Сура
В 1940 году ОН с коллегами описал резус-фактор крови Rh.	Карл Ландштейнер
ЭТА европейская СТОЛИЦА расположена на северном склоне горы Витоша.	София
Эмблемой чемпионата мира в ЭТОЙ СТРАНЕ был апельсинчик Наранхито.	Испания
"Именно ЭТА БУКВА изображена на эмблеме футбольного клуба ""Торпедо""."	Т
ЭТОТ НЕМЕЦ был повешен как шпион 7 ноября 1944 года в Токио.	Рихард Зорге
"Название ЭТОГО ШТАТА происходит от испанского слова ""горный""."	Монтана
Согласно таджикской пословице, курицу ешь один раз, а ЭТО — сто раз.	Яйца
ТАК называется раздел ботаники, изучающий древесные растения.	Дендрология
"В переводе с греческого ЭТО ИМЯ означает ""Славная по отцу""."	Клеопатра
Мне звезда упала на ладошку. Я ее спросил — Откуда ты?	Александр ДОЛЬСКИЙ
ОНИ присутствуют на немецкой версии монеты в 5 евроцентов.	Дубовые листья
"Согласно ""Абсурдопедии"", морские коньки обитают В ЭТОЙ ЖИДКОСТИ."	Морс
В древнегреческой мифологии ТАК звали нимфу — дочь Эпафа и Мемфиды.	Ливия
В названии третьего романа серии Пелагия соседствует с НИМ.	Красный петух
ТАК называют людей, коллекционирующих сыры разных сортов.	Тиросемофилисты
"В одном из произведений Корнея Чуковского ОН ""белугою ревет""."	Бегемот
Полное имя слуги инженера Сайруса Смита было именно ТАКОВО.	Навуходоносор
"ОН — автор романа ""Бремя страстей человеческих""."	Уильям Сомерсет Моэм
Свое название ЭТОТ ТИП рюкзака получил за свою форму в виде шара.	Колобок
"ЭТОМУ ФРАНЦУЗУ принадлежит роман ""Нескромные сокровища""."	[Дени] Дидро
Сейчас ЕЕ патриархом является Шенуда III.	Коптская [православная] церковь
"ЭТОГО хорватского ЗАЩИТНИКА иногда называют ""Чарли""."	[Ведран] Чорлука
ТАК назывались походы донских казаков с целью грабежа.	Походы за зипунами
На ЭТОЙ ДОЛЖНОСТИ в Незримом университете служит орангутанг.	Библиотекарь
Требуется точный ответ. В ЕЕ честь назван город Екатеринбург.	Екатерина I
Среди ЕГО пассажиров был и Каспиан X Мореплаватель.	"""Покоритель зари"""
ЭТОТ благородный МЕТАЛЛ входил в так называемый чапельный сплав.	Палладий
В другой раз ориентиром ИМ выступают блестящие камушки.	Гензель и Гретель
По преданию, на ЕГО могиле был начертан шар, вписанный в цилиндр.	Архимед
Турецкий город ИскендерУн первоначально назывался именно ТАК.	Александрия
На гербе города ЙИглава изображен ЭТОТ ЗВЕРЕК, давший название городу.	Еж
"Именно В ЭТОТ ДЕНЬ вышел на экраны фильм ""Омен 666""."	6 июня 2006 года
Именно СТОЛЬКО воинов было под началом ордынского туменбаши.	Десять тысяч
На вершину ЭТОГО ХОЛМА на окраине столицы ведет линия метро.	Холменколлен
"Под памятником ЕМУ есть надпись: ""Ты одессит, Миша""."	Михаил Жванецкий
ЭТИМ СЛОВОМ можно назвать и железный предмет, и больного.	"""Сердечник"""
ОНА бывает простой, донорно-акцепторной и семиполярной.	Ковалентная связь
ТАКОЕ НАЗВАНИЕ носит столица небольшого карибского острова Ангилья.	Валли
"Одна из глав ЭТОЙ СКАЗКИ называется ""Загадки в темноте""."	"""Хоббит"""
Концерт N 1 Ференца Листа иногда называют Концертом ДЛЯ НЕГО.	Треугольник
"На угрозы Филиппа жители ЭТОГО ГОРОДА ответили: ""Если""."	ЭТО СПАРТА!!!
"ЭТО СЛОВО можно перевести с иврита как ""изучение, толкование""."	Мидраш
При равенстве ЕГО старшинство определяется достоинством тройки.	Фулл-хаус
Для проверки ЭТОГО используется, например, звезда Сименса.	Острота зрения
"Эстонцы называют ЕЕ ""Пыхьянаэл"" — ""северный гвоздь""."	Полярная звезда
КОГДА, согласно гимну КПРФ, право владеть землей получат паразиты?	Никогда
"""Мы — выродки крыс, мы — пасынки"" именно их."	"Птиц — ""Все От Винта"""
Именно его привыкали звать Фонтанкой.	"Енисей — ""Петербургская Свадьба"""
"Именно он ""скрипит пружинами"" в песне ""Трагикомический Роман""."	Диван
"""Любовь — это несколько капель"" именно этого."	"Вина — ""Поезд N 193"""
"Именно ее ""взял в клешни"" герой песни ""Верка, Надька, Любка""."	Гитару
Именно столько пар бус купил Джордж Харрисон.	"Двадцать — ""Ситар Играл"""
"Именно в этом зимнем месяце происходит действие песни ""Гость""."	Декабрь
"Герой ""Сюжета Для Новой Песни"" не умеет петь о любви и о них."	О цветах
Именно в такое время мама ждет домой восьмиклассницу.	"""Ровно в десять"""
"Именно она ""распалась на бесцветные дни""."	"Механика лет — ""Ко Мне!"""
"""Эй ты, там, на том берегу! Ты мудрец, ты пророк или просто"" он."	Дурак
"Именно они ""беспечны и легковерны, как зеркала""."	"Пророки — ""Стерх"""
Именно они завелись в парусах потопшего корабля несчастного матроса.	Клопы
Именно это оружие носит Апостол Андрей.	"Люгер-пистолет — ""Истребитель"""
Именно он живет за стеной секретной слюды.	Миша из города скрипящих статуй
Именно эта песенка звучит в заставке к мультфильму Новый Год.	Jingle Bells
Именем этого героя Алексея Толстого назвала Масяня мороженщика.	Папа Карло
"""И вряд ли что-нибудь произойдет""."	"""Давайте делать паузы в словах"""
"В этом фильме звучит песня ""От меня к тебе""."	"""Московские каникулы"""
"""У львов и у тигров есть старший в семье""."	"""На нем и охота, и дом"""
"""Лишь только под маской ты сможешь"" сделать именно это."	Остаться собой
Быть записанным в число этих героев не хотелось бы.	В герои вчерашних дней
Видевший жизнь без прикрас не горит этим желаньем.	Лезть в чужой монастырь
Именно он и есть Любовь.	"Бог — ""В тот день, когда окончится дорога..."""
В этом проявлялась сильная усталость флюгера.	Путать стороны света начинал
"""Ребятки испытали в достатке"" именно такое ""действо вина""."	Веселящее
Если нет жены, это можно сделать с подругой.	Сняться на фоне морской волны
"На майке этого футболиста было написано ""Gio""."	Джованни ван Бронкхорст
Герой ЭТОГО РОМАНА Белянина был обвинен в краже тени.	"""Багдадский вор"""
В ЭТОЙ КНИГЕ фигурирует кольцо Бабалунгов.	"""Маскарад"" (Терри Пратчетт)"
Эмблема этой фирмы очень похожа на советский знак качества.	"""Крайслер"""
Этот советский телевизор дал название одной из популярных телепередач.	КВН
Доп. Так, по преданию, звали самого первого правителя Руси.	Доп. Гостомысл
Эти две команды первыми в 1986 г. сыграли в возродившийся КВН.	МИСИ и ВИСИ
Среди адм. единиц этого государства есть просто Северные территории	Канада
Это звание офицера СС равно советскому званию полковника.	Штандартен-фюрер
"Его переход из ""Реала"" сильно усилит нападение ""Фиорентины"""	Миятович
"Так переводится на русский форма огранки бриллианта — ""бриолет""."	Капля
Именно это гласит библейская третья заповедь.	НЕ УПОМИНАЙ ИМЯ ГОСПОДА ВСУЕ
Живут они в Гамбурге, а зовут их Виталий и Владимир.	Боксеры братья Кличко
Доп 1. Так называются массы льда, движущиеся по склону гор.	Доп 1. Глетчер
До гражданской войны в США он был самым большим зданием в стране	Белый Дом
Какой милости просил у царицы герой Гоголя в ночь под Рождество?	Черевички
На эту московскую улицу посылал солнце герой песни о Сахалине.	На Якиманку
За этот роман Юрий Трифонов был удостоен Сталинской премии.	"""Студенты"""
Яйцо этой птицы неосторожно разбили спутники Синдбада-морехода.	птица Рухх
Яков Менелаевич сидел с Остапом Бендером именно в этой тюрьме.	в Таганской
Монастырь святого Якова дал название этому политическому течению.	Якобинцы
Он справедливо заметил, что в наших жилах — кровь, а не водица.	Маяковский
"Как ни странно, но польское слово ""урода"" означает именно это."	красота
Такой титул присвоил царь Петр боярину Федору Ромодановскому.	князь-кесарь
Для татар он был Ашпат-мурзой. А казаки его звали именно так.	Петр Суховей
Именно к этому семейству двудольных растений относятся цитрусовые.	Рутовые
Слоны являются представителями именно этого отряда млекопитающих.	Хоботных
Именно она прекратила свое существование в 476 г.	Западная Римская империя
Именно эта река впадает в Чесапикский залив Атлантического океана.	Потомак
Под этим псевдонимом нам известен писатель Лазарь Гинзбург.	(Лазарь) Лагин
Именно в этом, по мнению Ужа, и состояла прелесть полета в небо.	В паденье
Эта побочная продукция ГАЗа была мечтой октябрят.	"Велосипед ""Школьник"""
Именно там прогуливаются и пляшут болгарские нестинары.	На горящих угольях
"Одна из книг этого ученого называлась ""Я — математик""."	(Норберт) Винер
"Для смягчения вкуса в водку ""Столичная"" добавлено немного этого."	Сахар
"Закончите пословицу: ""У нищего в кармане...""."	"""... вошь на аркане"""
"ЭТА ""ТОЧКА"" стала культовым фильмом во всём мире."	"""Забриски пойнт"""
Первое действие ЭТОЙ ОПЕРЫ происходит возле сигарной фабрики.	"""Кармен"""
ТАК расшифровывается название пермского футбольного клуба.	Аммиак-карбамид
ЭТО традиционно вставляют в рот печеному целиком поросенку.	Печеное яблоко
"""Сигналом"" для ЭТОГО ЯВЛЕНИЯ служит сокращение светового дня."	Листопад
Именно он просил молнировать подтверждение личности в Ялту.	Степа Лиходеев
С 1845 г. и по наши дни этот штат находится в состоянии войны с США.	Техас
В 2001 г. в Австралии запатентовали именно это древнее изобретение.	Колесо
Целью ЭТОГО ПЕРСОНАЖА рассказа Андерсена было красное золото.	Вальдемар До
БОльшая часть железа человеческого организма находится именно ТАМ.	В крови
ЭТИ ФОНТАНЫ описаны в 1979 году благодаря Артуру Кларку.	"""Фонтаны рая"""
Сухожилия ЕМУ в детстве перерезал собственный отец — бек Тарагай.	Тамерлан
ЭТА ТВАРЬ буквально затерроризировала школу волшебников Хогвартс.	Василиск
ТАКОВО обобщающее название акций, векселей, облигаций и т.п.	Ценные бумаги
На гербе ЭТОГО ГОРОДА Московской области изображены открытые ворота.	Верея
"Именно ОН создал и возглавил труппу ""Содружество мимов""."	Марсель Марсо
"Название ЭТОЙ СТОЛИЦЫ переводится с испанского как ""успение""."	Асунсьон
Алдар-Косе — безбородый обманщик — был представителем ЭТОГО НАРОДА.	Казахи
"ЭТОТ ФРАНЦУЗ расследует исчезновение ""Украденного письма""."	Огюст Дюпен
Согласно таджикской пословице, кто о чем, а ОН думает о бороде.	Безбородый
Среди ЕГО достижений — разработка рецептов типографского сплава.	Гутенберг
"В 1937 году ОН сказал: ""Эх, махнуть бы вокруг шарика!""."	Валерий Чкалов
После одного из наводнений ОН стал называться Тойфель-хольм.	Заячий остров
"ЭТО РАСТЕНИЕ образует заросли, которые именуются ""верещАтники""."	Вереск
Марк Шаттлворт является единственным африканцем, побывавшим ТАМ.	В космосе
Последняя ЕЕ сцена — русалки, играющие с кольцом.	"Опера ""Гибель богов"""
В греческой мифологии ЕЕ изобретателем считается сын Гефеста Ардал.	Флейта
В Дании ЕЕ называют хобот слона.	"""Собака"" {зачет: ""коммерческое эт""}"
ОНИ делятся на коммерческие и некоммерческие организации.	Юридические лица
"Ответом на ЭТОТ ВОПРОС был ""Судья Рок""."	Кто подставил кролика Роджера?
История разработки ЭТОГО ПРОДУКТА связана с именем Игоря Данилова.	Dr. Web
ТАКОВО название скандинавской фирмы, производившей пенополиуретан.	Поролон
ЭТОТ ОРДЕН первой получила в 1944 году Анна Алексахина.	"""Мать-героиня"""
Луисвилль — самый большой город штата Кентукки — стоит НА ЭТОЙ РЕКЕ.	Огайо
"ЭТУ физическую ВЕЛИЧИНУ принято обозначать греческой буквой ""эта""."	КПД
ОН лично поблагодарил ученого, научившегося оживлять людей.	Альфред Нобель
ЭТОТ ПРЕДМЕТ нужен был, чтобы развеселить сердце русского классика.	Кружка
"В песне Высоцкого ОНИ ""проносятся, как в фильмах о погонях""."	Вагонетки
Священнослужители этой религии называются каннУси.	Синто [зачет: синтоизм]
Забавно: сердце бьется с частотой, примерно равной ЭТОЙ ЕДИНИЦЕ.	Один герц
Штат Нигерии, имеющий ТАКОЕ НАЗВАНИЕ, расположен в низовьях Нигера.	Дельта
Ослепив Самсона, филистИмляне заставили его вращать ИХ.	Мельничные жернова
Из яйца ЭТОЙ ПТИЦЫ вылупилась Елена Прекрасная.	Лебедь (мама Елены — Леда)
Финальные титры ЭТОГО ФИЛЬМА — фиолетового цвета.	"""Мои черничные ночи"""
ТАК называлось созвездие Чаши до утверждения современного названия.	Кратер
Памятник ЕМУ был установлен на Кампо деи Фиори в 1889 году.	Джордано Бруно
ОТ ЭТОГО ИМЕНИ происходит название хронического отравления свинцом.	Сатурн
"Федор Шаляпин, живя в Париже, называл ЭТО ""татарским салатом""."	Рататуй
Холодное время года ОНИ проводят под корягами или в норах на глубине.	Раки
ОН подмигивал с бутылки водки. Один раз вверху, а второй — внизу.	Распутин
С НЕЕ Родриго де Триана первым увидел землю. Выпьем же за это!	"""Пинта"""
Название ЭТОЙ группы образовано из двух слов, китайского и арабского.	Чай-Ф
"ОН жаловался: ""О боги! И ночью, и при луне мне нет покоя""."	Понтий Пилат
"Именно они ""околдовали нас первыми ударами""."	Биг-бит, блюз и рок-н-ролл
"На этой реке ""мороз всегда за тридцать""."	"На Оби — ""Случай В Сибири"""
Именно этот ответственный работник заслужил почетный геморрой.	Иван Кузьмич
Именно его Башлачев называет прыщавым студентом.	"Март — ""Зимняя Сказка"""
"Именно его, судя по песне ""Закрой За Мной Дверь"", хватит на всех."	Дождя
Именно так работает наше сердце.	"Как новый мотор — ""Мы Хотим Танцевать"""
Летом 1986 г. Цой поступил работать именно туда.	"В котельную ""Камчатка"""
Именно по этой причине надо садиться.	"""В ногах правды нет"" — ""Апрель"""
Остановки моих друзей только возле них.	"У пивных ларьков — ""Мои Друзья"""
"""Где-то есть люди, для которых"" верна именно она."	"Теорема — ""Война"""
Утро бьет из окна именно этим прибором.	"Прожектором — ""Странная Сказка"""
"Именно она ""присосалась к душе, словно пьявка-змея""."	"Луна — ""Стерх"""
Сосед меломана до сих пор грызет металл, как именно такой станок.	Фрезерный
"Именно такой ""часослов зашифрован устами пожаров""."	"Лесной — ""Стерх"""
Именно такова протяженность пути вокруг стены.	"Три десятка ли — ""Лодка"""
"""Цирк уже собран, но"" они ""все еще прячут лицо""."	"Клоуны — ""Волна"""
"Именно она ""на солнце таится в дремучих напевах""."	"Надежда — ""Стерх"""
Время ползло по стене именно этим существом.	"Тараканом — ""Вор Да Палач"""
"Именно за это ""любили кости мыть артистам""."	За водку и за низкую мораль
Именно он назван домом, где прожито две тысячи дней.	Архитектурный институт
"Эти напитки приказали ""наутро все те же за тем же столом""."	Какао и пиво
"""Звуки застыли вдали""."	"""Вот и не видно коней"" — ""Дальше и дальше"""
Когда она идет в вагон-ресторан, официант стирает пыль со стола.	Проводница
Именно такая беда пришла в круглый мир, где было тихо и тепло.	Высохла вода
Столько минут нужно, чтобы вдвоем долететь до небес.	30 минут, т.е. полчаса
"В этом поле ""днем и ночью солнце светит""."	В поле наших самых лучших лет
У меня половина этого города — знакомая братва.	"Казань — ""Ах, графиня!"""
Отсутствие этих двух вещей заставило графиню бежать к пруду.	Веревки и мыла
С этим криком бился в двери тот, кого обозвали верблюдом.	"""Наших бьют!"""
"Этими тремя словами начинается песня ""Ты или я""."	"""Все очень просто"""
"У него снова праздник, но ""вас впервые не зовут""."	"У соседа — ""Лифт"""
"Именно ТАК переводится с японского слово ""конгодзё""."	Алмазная колесница
Роковая покорительница сердец Амалия Бежецкая имела шлейф из НИХ.	Из мужчин
"""Полная сумка // Любви, радости, горя // У [...]""."	"""... почтальона"""
"На этом стадионе до открытия ""Центрального"" играл ""Гомель""."	"""Луч"""
Кубок Авко — главный трофей ЭТОЙ лиги.	ВХА (Всемирная хоккейная ассоциация)
ЭТА сборная является действующим чемпионом мира по футболу у женщин.	Япония
"ОН призывал ""Убить всех человеков""."	"Бендер (мультсериал ""Футурама"")"
ОН убил Фрэнка Пула.	"ЭАЛ-9000 (Артур Кларк ""2001: Космическая одиссея"")"
Проявите интуицию и ответьте, КЕМ являются 88% населения Гренландии.	Инуиты
Именно так называется перенос снега ветром в приземном слое воздуха.	Метель
Именно он по собственной инициативе угодил в одно из древнейших ДТП.	Фаэтон
Доп. Так называются солдаты-головорезы гаитянской армии.	Доп. Тонтон-макуты
Доп. Именно так назывались указы французского правительства.	Доп. Ордонансы
За такое поведение арбитр нынче вправе удалить футболиста с поля.	СИмуляция
Именно так в Древней Греции назывался храм, посвященный всем богам.	Пантеон
Долгое время у власти в этой стране находился полковник Салазар.	Португалия
Именно в этом городе прошла олимпиада, талисманом которой был тигренок	СЕУЛ
Именно этой буквой на Западе отмечают особо качественные товары	Q (quality)
Именно эта буква, кроме буквы О, перешла из греческого письма в латинское	Y
Некоторые критики считали, что прототипом Йоганна Вайса был именно он	АБЕЛЬ
Цветок именно этого дерева является в Китае олицетворением зимы	ДИКОЙ СЛИВЫ
Доп 2. Центральный Дом Актера в Москве носит ее имя.	Доп 2. А.А. Яблочкиной
"Скажите по-английски ""осколок, обломок"" или вспомните о мультгерое."	Чип
Именно так называют человека, занимающегося производством стекла.	Стеклодув
У этого остроухого персонажа Леонарда Нимого кровь была зеленой	Мистер Спок
По утверждению Вахтанга Кикабидзе именно это и было его богатством	его года
Именно эта роль прославила артиста Владимира Пермякова.	роль Лени Голубкова
В России — Дед Мороз, в Германии — Санта Клаус, а во Франции -...	пер Ноэль
В переводе на русский это вымершее животное именуется рыбоящером.	ихтиозавр
По традиции именно это на масленицу посвящалось святому Власию.	первый блин
Это верховое транспортное средство на Руси считалось исконно женским.	ступа
Эту телеигру по субботам на канале НТВ ведет Олег Марусев.	"""Пойми меня"""
"Детектив ""Allered"" — ""Все красное"" написала именно она?"	И. Хмелевская
У мордовских девок именно так называется бисерная сетка, ожерелье.	Галтуска
Именно они были в первую очередь, в отличие от особ женского пола.	Самолеты
Кроме пугача, старуха Шапокляк имела в своем арсенале и это оружие.	Рогатку
"Именно он сыграл главную роль в фильме ""Мертвый полицейский""."	М. Гибсон
Именно эта хард-рок-группа победила на Евровидении в 2006 году.	"""Lordi"""
"В песне ""Шумел, гудел пожар московский..."" она играет человеком."	Судьба
Именно так охарактеризовал тов. Сталин правый и левый уклон.	"""Оба хуже"""
"""С полем!"" — так эти люди поздравляют коллегу с первой удачей."	Охотники
"Именно ТАК раньше называлась группа ""Препинаки""."	"""Знаки препинания"""
ТАКОЕ ПРОЗВИЩЕ носят люди, покорившие семь высших точек мира.	Снежные барсы
Именно с этим персонажем, как правило, ассоциируют Михая Волонтира.	Будулай
До 1991 г. столицей Нигерии был Лагос, а сейчас — именно этот город.	Абуджа
Его соавторами были Ник Перумов, Юлий Буркин, Владимир Васильев.	Лукьяненко
"У нас они ""новые русские"", а во Франции XIX века — именно они."	Нувориши
Именно это государство в XIV веке владело Судаком, Каффой и Танаисом.	Генуя
Суббота Масленицы называется именно ТАКИМИ посиделками.	Золовкины посиделки
По-гречески σιτοζ — корм, еда. А около корма находятся именно ОНИ.	Паразиты
ЭТОТ ТИТУЛ сборная Венгрии по футболу выиграла трижды.	Олимпийские чемпионы
Именно ЭТО означает название звезды Денеб Окаб в созвездии Орла.	Хвост Орла
Якутская загадка называет ЭТО золотой чашей, плавающей посреди моря.	Солнце
На гербе ЭТОГО ГОРОДА изображен коронованный лев с крестом в руке.	Владимир
"ТАК расшифровывается аббревиатура ""УПК""."	Уголовно-процессуальный кодекс
ЭТА советская СПОРТСМЕНКА завоевала 18 олимпийских медалей.	Лариса Латынина
После воздействия озверина ОН называл себя тигром и леопардом.	Кот Леопольд
Именно ТАК называется астероид, получивший имя в честь Швейцарии.	Гельвеция
Когда ЕГО пришли спасать, вокруг него сидели обезьяны в 50-60 рядов.	Маугли
"Название ЭТОГО БЛЮДА происходит от грузинского слова ""холодный""."	Сациви
Название ЭТОГО РАСТЕНИЯ, скорее всего, происходит от топонима Тобаго.	Табак
В одном из анекдотов ОН напал на негритенка, но успеха не добился.	Мойдодыр
Камни ЭТОГО ГОРОДА использовались для строительства города Туниса.	Карфаген
Возможно, ЕГО рецепт произошел от рецепта испанского соуса али-оли.	Майонез
Памятники ЕМУ установлены и в индийском Бидаре, и в Твери.	Афанасий Никитин
"На картине Карлсона ""Портрет моих кроликов"" была изображена ОНА."	Лисица
"Николай Кононов, описывая ИХ, упомянул оборот ""в рюмочку стянутые""."	Осы
"На НЕЙ перемещается жаба в стихотворении Чуковского ""Тараканище""."	Метла
Жуков Curculionidae за внешний вид называют и ТАК.	Слоники {незачет: слоны}
Бенджамин Франклин стал вегетарианцем исходя из ТАКИХ СООБРАЖЕНИЙ.	Экономия
"Именно ОН сыграл главную роль в боевике ""Пташка на проводе""."	Мел Гибсон
Джон Рэй первым в 1671 году выделил из НИХ метановую кислоту.	Рыжие муравьи
